,pickup_dt,borough,pickups,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday
4915,2015-02-01 03:00:00,Bronx,36,6.0,10.0,21.0,4.0,1023.2,0.0,0.0,0.06,7.0,N
4922,2015-02-01 04:00:00,Bronx,29,4.0,10.0,20.0,4.0,1022.7,0.0,0.0,0.06,7.0,N
4928,2015-02-01 05:00:00,Bronx,23,2.0,10.0,20.0,5.0,1022.4,0.0,0.0,0.0,7.0,N
4934,2015-02-01 06:00:00,Bronx,15,0.0,10.0,20.0,6.0,1022.1,0.0,0.0,0.06,6.95833333333333,N
4940,2015-02-01 07:00:00,Bronx,16,3.0,10.0,21.0,6.0,1022.2,0.0,0.0,0.06,6.91666666666667,N
4946,2015-02-01 08:00:00,Bronx,15,3.0,10.0,22.0,6.0,1022.2,0.0,0.0,0.06,6.875,N
4952,2015-02-01 09:00:00,Bronx,25,3.0,10.0,23.0,7.0,1022.2,0.0,0.0,0.06,6.83333333333333,N
4958,2015-02-01 10:00:00,Bronx,21,5.5,10.0,24.0,8.0,1022.3,0.0,0.0,0.045,6.79166666666667,N
4965,2015-02-01 11:00:00,Bronx,29,8.0,10.0,24.0,8.0,1023.0,0.0,0.0,0.0216666666666667,6.75,N
4972,2015-02-01 12:00:00,Bronx,40,0.0,10.0,24.0,10.0,1022.8,0.0,0.0,0.015,6.70833333333333,N
4979,2015-02-01 13:00:00,Bronx,39,3.0,10.0,26.0,12.0,1023.1,0.0,0.0,0.005,6.66666666666667,N
4986,2015-02-01 14:00:00,Bronx,37,0.0,10.0,28.0,14.0,1023.1,0.0,0.0,0.005,6.625,N
4992,2015-02-01 15:00:00,Bronx,48,5.0,9.1,31.0,15.0,1022.9,0.0,0.0,0.005,6.58333333333333,N
4998,2015-02-01 16:00:00,Bronx,46,5.0,9.1,34.0,17.0,1022.7,0.0,0.0,0.005,6.54166666666667,N
5005,2015-02-01 17:00:00,Bronx,77,3.0,10.0,34.0,17.0,1022.0,0.0,0.0,0.005,6.5,N
5012,2015-02-01 18:00:00,Bronx,82,5.0,10.0,36.0,17.0,1021.3,0.0,0.0,0.005,6.45833333333333,N
5019,2015-02-01 19:00:00,Bronx,61,5.0,10.0,35.0,17.0,1020.5,0.0,0.0,0.0,6.41666666666667,N
5026,2015-02-01 20:00:00,Bronx,40,7.0,10.0,35.0,18.0,1020.5,0.0,0.0,0.0,6.375,N
5033,2015-02-01 21:00:00,Bronx,51,3.0,10.0,35.0,19.0,1020.5,0.0,0.0,0.0,6.33333333333333,N
5040,2015-02-01 22:00:00,Bronx,71,3.0,10.0,35.0,19.0,1020.2,0.0,0.0,0.0,6.29166666666667,N
5047,2015-02-01 23:00:00,Bronx,93,0.0,10.0,35.0,19.0,1019.9,0.0,0.0,0.0,6.25,N
5054,2015-02-02 00:00:00,Bronx,68,3.0,10.0,36.0,19.0,1020.0,0.0,0.0,0.0,6.20833333333333,N
5061,2015-02-02 01:00:00,Bronx,32,5.0,10.0,35.0,20.0,1018.9,0.0,0.0,0.0,6.16666666666667,N
5067,2015-02-02 02:00:00,Bronx,21,5.66666666666667,3.5,34.3333333333333,23.6666666666667,1018.8,0.0,0.0,0.0,6.125,N
5074,2015-02-02 03:00:00,Bronx,10,3.6,1.62,33.2,26.4,1017.3,0.008,0.0,0.0,6.08333333333333,N
5080,2015-02-02 04:00:00,Bronx,11,6.5,1.66666666666667,32.6666666666667,28.3333333333333,1016.7,0.0133333333333333,0.0,0.0,6.04166666666667,N
5086,2015-02-02 05:00:00,Bronx,8,6.0,2.0,33.0,29.0,1015.5,0.005,0.0,0.03,6.0,N
5092,2015-02-02 06:00:00,Bronx,24,5.33333333333333,0.766666666666667,33.0,30.0,1014.0,0.0133333333333333,0.05,0.0,6.04166666666667,N
5099,2015-02-02 07:00:00,Bronx,45,7.0,0.3,33.0,30.0,1011.8,0.08,0.0,0.0,6.08333333333333,N
5106,2015-02-02 08:00:00,Bronx,43,11.0,0.3,33.0,30.0,1009.0,0.09,0.0,0.0,6.125,N
5112,2015-02-02 09:00:00,Bronx,51,9.33333333333333,0.666666666666667,33.0,30.0,1006.7,0.0833333333333333,0.0,0.0,6.16666666666667,N
5119,2015-02-02 10:00:00,Bronx,44,9.5,2.25,33.0,30.0,1004.3,0.13,0.0,0.0,6.20833333333333,N
5126,2015-02-02 11:00:00,Bronx,37,12.6666666666667,2.66666666666667,32.0,29.3333333333333,1003.2,0.0833333333333333,0.0,0.0,6.25,N
5133,2015-02-02 12:00:00,Bronx,29,13.75,3.25,31.5,28.5,1001.6,0.0633333333333333,0.66,0.71,6.29166666666667,N
5140,2015-02-02 13:00:00,Bronx,34,12.3333333333333,2.6,30.0,26.6666666666667,1000.1,0.0566666666666667,0.0,0.0,6.33333333333333,N
5147,2015-02-02 14:00:00,Bronx,44,10.2,2.26,28.8,25.6,999.1,0.035,0.0,0.0,6.375,N
5154,2015-02-02 15:00:00,Bronx,39,11.3333333333333,2.83333333333333,28.6666666666667,25.3333333333333,998.2,0.0133333333333333,0.0,0.0,6.41666666666667,N
5160,2015-02-02 16:00:00,Bronx,42,8.8,3.06,29.8,26.0,997.7,0.038,0.0,0.0,6.45833333333333,N
5167,2015-02-02 17:00:00,Bronx,38,8.0,3.0,28.0,25.0,997.4,0.02,0.0,0.0,6.5,N
5174,2015-02-02 18:00:00,Bronx,44,6.0,6.33333333333333,27.0,22.3333333333333,995.3,0.0,0.27,0.0,6.54166666666667,N
5180,2015-02-02 19:00:00,Bronx,35,7.0,1.2,26.0,21.3333333333333,995.3,0.0066666666666666,0.0,0.0,6.58333333333333,N
5187,2015-02-02 20:00:00,Bronx,28,7.0,0.75,24.0,20.0,996.4,0.035,0.0,0.0,6.625,N
5193,2015-02-02 21:00:00,Bronx,27,7.0,3.1,24.0,19.3333333333333,997.2,0.0166666666666667,0.0,0.0,6.66666666666667,N
5200,2015-02-02 22:00:00,Bronx,21,6.0,3.66666666666667,23.0,18.6666666666667,998.8,0.0,0.0,0.0,6.70833333333333,N
5207,2015-02-02 23:00:00,Bronx,19,7.0,8.0,23.0,17.0,1001.4,0.0,0.0,0.0,6.75,N
5214,2015-02-03 00:00:00,Bronx,15,11.5,7.5,22.5,15.0,1003.7,0.0,0.07,0.0,6.79166666666667,N
5220,2015-02-03 01:00:00,Bronx,15,11.0,8.0,21.0,12.0,1006.1,0.0,0.0,0.0,6.83333333333333,N
5226,2015-02-03 02:00:00,Bronx,7,13.0,8.0,18.0,8.0,1008.7,0.0,0.0,0.0,6.875,N
5232,2015-02-03 03:00:00,Bronx,1,13.0,9.1,15.0,6.0,1009.9,0.0,0.0,0.0,6.91666666666667,N
5238,2015-02-03 04:00:00,Bronx,4,10.0,9.1,14.0,5.0,1011.7,0.0,0.0,0.0,6.95833333333333,N
5245,2015-02-03 05:00:00,Bronx,14,11.0,9.1,14.0,5.0,1013.4,0.0,0.0,1.02,7.0,N
5251,2015-02-03 06:00:00,Bronx,22,11.0,10.0,14.0,4.0,1015.3,0.0,0.0,0.0,7.04166666666667,N
5257,2015-02-03 07:00:00,Bronx,46,11.0,10.0,13.0,4.0,1016.3,0.0,0.0,0.0,7.08333333333333,N
5264,2015-02-03 08:00:00,Bronx,54,5.0,10.0,13.0,4.0,1017.4,0.0,0.008,0.0,7.125,N
5271,2015-02-03 09:00:00,Bronx,52,3.0,10.0,13.0,5.0,1018.3,0.0,0.0213333333333333,0.0,7.16666666666667,N
5278,2015-02-03 10:00:00,Bronx,39,11.0,9.1,15.0,5.0,1019.4,0.0,0.0263333333333333,0.0,7.20833333333333,N
5285,2015-02-03 11:00:00,Bronx,36,5.0,10.0,15.0,6.0,1021.0,0.0,0.0396666666666667,0.008,7.25,N
5292,2015-02-03 12:00:00,Bronx,33,6.0,9.1,15.0,6.0,1021.4,0.0,0.119666666666667,0.34,7.29166666666667,N
5299,2015-02-03 13:00:00,Bronx,32,5.0,8.0,16.0,6.0,1023.0,0.0,0.209666666666667,0.0213333333333333,7.33333333333333,N
5306,2015-02-03 14:00:00,Bronx,38,6.0,8.0,17.0,6.0,1023.5,0.0,0.285,0.0263333333333333,7.375,N
5313,2015-02-03 15:00:00,Bronx,47,6.0,8.0,18.0,7.0,1025.0,0.0,0.401666666666667,0.0396666666666667,7.41666666666667,N
5320,2015-02-03 16:00:00,Bronx,54,9.0,9.1,19.0,7.0,1025.6,0.0,0.48,0.119666666666667,7.45833333333333,N
5327,2015-02-03 17:00:00,Bronx,62,0.0,9.1,21.0,9.0,1025.6,0.0,0.53,0.209666666666667,7.5,N
5334,2015-02-03 18:00:00,Bronx,50,7.0,8.0,22.0,9.0,1025.0,0.0,0.506666666666667,0.293,7.54166666666667,N
5341,2015-02-03 19:00:00,Bronx,67,7.0,8.0,23.0,11.0,1024.2,0.0,0.451666666666667,0.423,7.58333333333333,N
5347,2015-02-03 20:00:00,Bronx,49,10.5,8.0,24.0,12.0,1024.2,0.0,0.381666666666667,0.506333333333333,7.625,N
5353,2015-02-03 21:00:00,Bronx,34,14.0,9.1,24.0,10.0,1024.4,0.0,0.289666666666667,0.569666666666667,7.66666666666667,N
5360,2015-02-03 22:00:00,Bronx,36,5.0,9.1,24.0,10.0,1024.6,0.0,0.226333333333333,0.626333333333333,7.70833333333333,N
5367,2015-02-03 23:00:00,Bronx,31,10.0,10.0,24.0,11.0,1025.4,0.0,0.163,0.661333333333333,7.75,N
5374,2015-02-04 00:00:00,Bronx,30,9.0,9.1,24.0,10.0,1025.6,0.0,0.113,0.674666666666667,7.79166666666667,N
5380,2015-02-04 01:00:00,Bronx,17,8.0,9.1,24.0,10.0,1026.0,0.0,0.113,0.712666666666667,7.83333333333333,N
5386,2015-02-04 02:00:00,Bronx,6,9.0,10.0,24.0,9.0,1026.2,0.0,0.116333333333333,0.732666666666667,7.875,N
5392,2015-02-04 03:00:00,Bronx,4,9.0,9.1,25.0,10.0,1026.2,0.0,0.0783333333333333,0.732666666666667,7.91666666666667,N
5398,2015-02-04 04:00:00,Bronx,8,9.0,10.0,25.0,10.0,1026.4,0.0,0.0583333333333333,0.739333333333333,7.95833333333333,N
5404,2015-02-04 05:00:00,Bronx,14,5.0,10.0,25.0,10.0,1026.2,0.0,0.0583333333333333,0.0,8.0,N
5410,2015-02-04 06:00:00,Bronx,17,6.0,9.1,25.0,11.0,1026.4,0.0,0.0516666666666667,0.774333333333333,8.0,N
5416,2015-02-04 07:00:00,Bronx,38,6.0,9.1,25.0,12.0,1026.5,0.0,0.0166666666666667,0.791,8.0,N
5423,2015-02-04 08:00:00,Bronx,74,5.0,10.0,26.0,11.0,1026.2,0.0,0.0,0.791,8.0,N
5430,2015-02-04 09:00:00,Bronx,56,7.0,10.0,26.0,12.0,1025.1,0.0,0.0,0.791,8.0,N
5437,2015-02-04 10:00:00,Bronx,35,7.0,10.0,27.0,13.0,1025.0,0.0,0.0,0.791,8.0,N
5444,2015-02-04 11:00:00,Bronx,30,7.0,10.0,27.0,15.0,1025.0,0.0,0.0,0.791,8.0,N
5450,2015-02-04 12:00:00,Bronx,35,0.0,10.0,29.0,15.0,1024.9,0.0,0.0,0.791,8.0,N
5457,2015-02-04 13:00:00,Bronx,43,3.0,9.1,31.0,16.0,1024.6,0.0,0.0,0.783,8.0,N
5463,2015-02-04 14:00:00,Bronx,41,5.0,9.1,32.0,18.0,1023.8,0.0,0.0,0.769666666666667,8.0,N
5470,2015-02-04 15:00:00,Bronx,41,8.0,9.1,34.0,22.0,1023.2,0.0,0.0,0.764666666666667,8.0,N
5477,2015-02-04 16:00:00,Bronx,55,0.0,9.1,36.0,23.0,1023.2,0.0,0.0,0.751333333333333,8.0,N
5483,2015-02-04 17:00:00,Bronx,47,5.0,10.0,37.0,22.0,1021.9,0.0,0.0,0.671333333333333,8.0,N
5490,2015-02-04 18:00:00,Bronx,62,3.0,9.1,38.0,24.0,1020.3,0.0,0.0,0.581333333333333,8.0,N
5497,2015-02-04 19:00:00,Bronx,44,0.0,8.0,37.0,25.0,1018.8,0.0,0.0,0.498,8.0,N
5503,2015-02-04 20:00:00,Bronx,36,3.0,7.0,37.0,25.0,1018.4,0.0,0.0,0.368,8.0,N
5510,2015-02-04 21:00:00,Bronx,41,0.0,7.0,39.0,26.0,1017.4,0.0,0.0,0.284666666666667,8.0,N
5517,2015-02-04 22:00:00,Bronx,44,0.0,7.0,39.0,25.0,1017.1,0.0,0.0,0.221333333333333,8.0,N
5524,2015-02-04 23:00:00,Bronx,31,5.0,9.1,39.0,26.0,1016.7,0.0,0.0,0.164666666666667,8.0,N
5530,2015-02-05 00:00:00,Bronx,27,0.0,10.0,42.0,26.0,1016.4,0.0,0.0,0.129666666666667,8.0,N
5537,2015-02-05 01:00:00,Bronx,15,5.0,10.0,42.0,28.0,1015.8,0.0,0.0,0.116333333333333,8.0,N
5544,2015-02-05 02:00:00,Bronx,5,6.0,10.0,42.0,26.0,1015.1,0.0,0.0,0.0783333333333333,8.0,N
5551,2015-02-05 03:00:00,Bronx,2,6.0,10.0,42.0,26.0,1014.4,0.0,0.0,0.0583333333333333,8.0,N
5557,2015-02-05 04:00:00,Bronx,4,6.0,10.0,42.0,25.0,1013.2,0.0,0.0,0.0583333333333333,8.0,N
5564,2015-02-05 05:00:00,Bronx,16,9.0,10.0,42.0,25.0,1012.8,0.0,0.0,0.0,8.0,N
5571,2015-02-05 06:00:00,Bronx,20,3.0,10.0,42.0,26.0,1011.6,0.0,0.0,0.0516666666666667,8.0,N
5577,2015-02-05 07:00:00,Bronx,41,8.0,10.0,41.0,26.0,1011.1,0.0,0.0,0.0166666666666667,8.0,N
5584,2015-02-05 08:00:00,Bronx,67,7.0,10.0,41.0,26.0,1010.4,0.0,0.0,0.0,8.0,N
5591,2015-02-05 09:00:00,Bronx,49,0.0,10.0,40.0,26.0,1010.0,0.0,0.0,0.0,8.0,N
5598,2015-02-05 10:00:00,Bronx,45,6.0,10.0,39.0,27.0,1010.0,0.0,0.0,0.0,8.0,N
5604,2015-02-05 11:00:00,Bronx,42,10.0,9.1,37.0,26.0,1010.8,0.0,0.0,0.0,8.0,N
5610,2015-02-05 12:00:00,Bronx,35,8.0,10.0,34.0,24.0,1011.8,0.0,0.0,0.0,8.0,N
5617,2015-02-05 13:00:00,Bronx,34,11.0,10.0,32.0,22.0,1013.6,0.0,0.0,0.0,8.0,N
5624,2015-02-05 14:00:00,Bronx,50,13.0,10.0,31.0,18.0,1014.8,0.0,0.0,0.0,8.0,N
5631,2015-02-05 15:00:00,Bronx,44,7.0,10.0,29.0,13.0,1016.1,0.0,0.0,0.0,8.0,N
5637,2015-02-05 16:00:00,Bronx,49,9.0,10.0,29.0,9.0,1016.9,0.0,0.0,0.0,8.0,N
5643,2015-02-05 17:00:00,Bronx,50,8.0,10.0,29.0,8.0,1016.7,0.0,0.0,0.0,8.0,N
5650,2015-02-05 18:00:00,Bronx,61,6.0,10.0,29.0,4.0,1016.2,0.0,0.0,0.0,8.0,N
5656,2015-02-05 19:00:00,Bronx,55,9.5,10.0,27.0,2.0,1016.4,0.0,0.0,0.0,8.0,N
5663,2015-02-05 20:00:00,Bronx,58,13.0,10.0,28.0,2.0,1017.0,0.0,0.0,0.0,8.0,N
5670,2015-02-05 21:00:00,Bronx,50,9.5,10.0,25.0,0.0,1017.1,0.0,0.0,0.0,8.0,N
5676,2015-02-05 22:00:00,Bronx,37,6.0,10.0,25.0,2.0,1018.1,0.0,0.0,0.0,8.0,N
5683,2015-02-05 23:00:00,Bronx,40,6.5,10.0,22.0,-2.0,1019.5,0.0,0.0,0.0,8.0,N
5690,2015-02-06 00:00:00,Bronx,26,7.0,10.0,21.0,-2.0,1020.9,0.0,0.0,0.0,8.0,N
5696,2015-02-06 01:00:00,Bronx,28,9.0,10.0,19.0,-6.0,1021.9,0.0,0.0,0.0,8.0,N
5702,2015-02-06 02:00:00,Bronx,9,10.0,10.0,17.0,-5.0,1022.7,0.0,0.0,0.0,8.0,N
5709,2015-02-06 03:00:00,Bronx,8,11.0,10.0,15.0,-4.0,1023.1,0.0,0.0,0.0,8.0,N
5715,2015-02-06 04:00:00,Bronx,12,11.0,10.0,15.0,-3.0,1023.2,0.0,0.0,0.0,8.0,N
5721,2015-02-06 05:00:00,Bronx,17,11.0,10.0,14.0,-2.0,1023.2,0.0,0.0,0.0,8.0,N
5728,2015-02-06 06:00:00,Bronx,23,10.0,10.0,13.0,-2.0,1023.1,0.0,0.0,0.0,8.0,N
5735,2015-02-06 07:00:00,Bronx,48,10.0,10.0,13.0,-2.0,1023.8,0.0,0.0,0.0,8.0,N
5742,2015-02-06 08:00:00,Bronx,76,8.0,10.0,13.0,-2.0,1024.4,0.0,0.0,0.0,8.0,N
5749,2015-02-06 09:00:00,Bronx,42,6.0,10.0,13.0,-3.0,1024.4,0.0,0.0,0.0,8.0,N
5756,2015-02-06 10:00:00,Bronx,44,7.0,10.0,12.0,-3.0,1025.1,0.0,0.0,0.0,8.0,N
5763,2015-02-06 11:00:00,Bronx,32,7.0,10.0,12.0,-3.0,1024.9,0.0,0.0,0.0,8.0,N
5770,2015-02-06 12:00:00,Bronx,34,7.0,10.0,13.0,-3.0,1025.1,0.0,0.0,0.0,8.0,N
5777,2015-02-06 13:00:00,Bronx,39,5.0,10.0,13.0,-3.0,1024.6,0.0,0.0,0.0,8.0,N
5784,2015-02-06 14:00:00,Bronx,56,5.33333333333333,10.0,15.0,-2.0,1024.0,0.0,0.0,0.0,8.0,N
5791,2015-02-06 15:00:00,Bronx,63,5.66666666666667,10.0,17.0,-1.0,1023.2,0.0,0.0,0.0,8.0,N
5798,2015-02-06 16:00:00,Bronx,63,6.0,10.0,19.0,-2.0,1022.2,0.0,0.0,0.0,8.0,N
5804,2015-02-06 17:00:00,Bronx,74,11.0,10.0,19.0,-2.0,1021.1,0.0,0.0,0.0,8.0,N
5811,2015-02-06 18:00:00,Bronx,73,10.5,10.0,22.0,-1.0,1019.9,0.0,0.0,0.0,8.0,N
5818,2015-02-06 19:00:00,Bronx,75,10.0,10.0,24.0,1.0,1019.2,0.0,0.0,0.0,8.0,N
5825,2015-02-06 20:00:00,Bronx,56,14.0,10.0,26.0,1.0,1019.3,0.0,0.0,0.0,8.0,N
5832,2015-02-06 21:00:00,Bronx,62,9.0,10.0,27.0,2.0,1019.2,0.0,0.0,0.0,8.0,N
5839,2015-02-06 22:00:00,Bronx,60,11.0,10.0,26.0,2.0,1019.9,0.0,0.0,0.0,8.0,N
5846,2015-02-06 23:00:00,Bronx,51,6.0,10.0,27.0,3.0,1020.7,0.0,0.0,0.0,8.0,N
5853,2015-02-07 00:00:00,Bronx,49,3.0,10.0,26.0,3.0,1020.9,0.0,0.0,0.0,8.0,N
5860,2015-02-07 01:00:00,Bronx,40,7.0,10.0,26.0,4.0,1021.3,0.0,0.0,0.0,8.0,N
5867,2015-02-07 02:00:00,Bronx,48,5.0,10.0,26.0,4.0,1021.4,0.0,0.0,0.0,8.0,N
5874,2015-02-07 03:00:00,Bronx,28,0.0,10.0,25.0,6.0,1021.4,0.0,0.0,0.0,8.0,N
5880,2015-02-07 04:00:00,Bronx,31,8.0,10.0,26.0,6.0,1021.3,0.0,0.0,0.0,8.0,N
5887,2015-02-07 05:00:00,Bronx,19,0.0,10.0,25.0,7.0,1020.7,0.0,0.0,0.0,8.0,N
5894,2015-02-07 06:00:00,Bronx,19,8.0,10.0,26.0,8.0,1020.4,0.0,0.0,0.0,8.0,N
5900,2015-02-07 07:00:00,Bronx,22,7.0,10.0,26.0,9.0,1020.0,0.0,0.0,0.0,8.0,N
5906,2015-02-07 08:00:00,Bronx,29,6.0,10.0,27.0,9.0,1020.2,0.0,0.0,0.0,8.0,N
5912,2015-02-07 09:00:00,Bronx,38,3.0,10.0,27.0,10.0,1020.4,0.0,0.0,0.0,8.0,N
5919,2015-02-07 10:00:00,Bronx,46,3.0,10.0,27.0,10.0,1020.6,0.0,0.0,0.0,8.0,N
5926,2015-02-07 11:00:00,Bronx,40,3.0,10.0,28.0,11.0,1020.7,0.0,0.0,0.0,8.0,N
5933,2015-02-07 12:00:00,Bronx,47,3.0,10.0,28.0,11.0,1020.9,0.0,0.0,0.0,8.0,N
5940,2015-02-07 13:00:00,Bronx,45,0.0,10.0,29.0,12.0,1020.9,0.0,0.0,0.0,8.0,N
5947,2015-02-07 14:00:00,Bronx,37,6.0,10.0,30.0,12.0,1021.2,0.0,0.0,0.0,8.0,N
5954,2015-02-07 15:00:00,Bronx,51,10.0,10.0,30.0,12.0,1021.1,0.0,0.0,0.0,8.0,N
5961,2015-02-07 16:00:00,Bronx,59,8.0,1.6,29.3333333333333,16.6666666666667,1020.9,0.005,0.0,0.0,8.0,N
5968,2015-02-07 17:00:00,Bronx,50,6.25,1.45,29.75,21.25,1019.5,0.005,0.0,0.0,8.0,N
5975,2015-02-07 18:00:00,Bronx,75,1.5,5.0,31.5,22.0,1017.9,0.0,0.02,0.0,8.0,N
5981,2015-02-07 19:00:00,Bronx,71,0.0,9.1,34.0,19.0,1017.6,0.0,0.0,0.0,8.0,N
5988,2015-02-07 20:00:00,Bronx,91,0.0,10.0,36.0,18.0,1016.7,0.0,0.0,0.0,8.0,N
5995,2015-02-07 21:00:00,Bronx,71,6.0,10.0,36.0,17.0,1016.6,0.0,0.0,0.0,8.0,N
6002,2015-02-07 22:00:00,Bronx,85,6.0,10.0,37.0,19.0,1016.5,0.0,0.0,0.0,8.0,N
6009,2015-02-07 23:00:00,Bronx,72,0.0,10.0,37.0,21.0,1016.4,0.0,0.0,0.0,8.0,N
6016,2015-02-08 00:00:00,Bronx,102,0.0,10.0,38.0,20.0,1016.7,0.0,0.0,0.0,8.0,N
6023,2015-02-08 01:00:00,Bronx,61,0.0,10.0,37.0,20.0,1016.5,0.0,0.0,0.0,8.0,N
6030,2015-02-08 02:00:00,Bronx,56,0.0,9.1,36.0,25.0,1016.1,0.0,0.0,0.0,8.0,N
6036,2015-02-08 03:00:00,Bronx,47,5.0,8.0,35.0,26.0,1015.8,0.0,0.0,0.0,8.0,N
6042,2015-02-08 04:00:00,Bronx,40,3.0,10.0,37.0,22.0,1015.2,0.0,0.0,0.0,8.0,N
6049,2015-02-08 05:00:00,Bronx,21,5.0,9.1,37.0,25.0,1015.1,0.0,0.0,0.02,8.0,N
6055,2015-02-08 06:00:00,Bronx,10,6.0,7.0,36.0,27.0,1015.1,0.0,0.0,0.0,8.0,N
6061,2015-02-08 07:00:00,Bronx,23,5.0,7.0,35.0,27.0,1014.5,0.0,0.0,0.0,8.0,N
6067,2015-02-08 08:00:00,Bronx,25,0.0,7.0,34.0,26.0,1014.6,0.0,0.0,0.0,8.0,N
6073,2015-02-08 09:00:00,Bronx,22,8.0,6.0,33.0,26.0,1014.0,0.0,0.0,0.0,8.0,N
6080,2015-02-08 10:00:00,Bronx,24,6.0,7.0,34.0,27.0,1013.5,0.0,0.0,0.0,8.0,N
6086,2015-02-08 11:00:00,Bronx,31,6.0,7.0,34.0,27.0,1013.5,0.0,0.0,0.0,8.0,N
6092,2015-02-08 12:00:00,Bronx,46,7.0,6.5,34.5,27.5,1013.6,0.0,0.0,0.02,8.0,N
6099,2015-02-08 13:00:00,Bronx,43,7.5,6.0,35.0,29.0,1013.6,0.0,0.0,0.0,8.0,N
6106,2015-02-08 14:00:00,Bronx,41,7.5,5.0,36.0,29.5,1014.1,0.0,0.0,0.0,8.0,N
6113,2015-02-08 15:00:00,Bronx,46,13.0,4.0,35.0,30.0,1013.9,0.0,0.0,0.0,8.0,N
6120,2015-02-08 16:00:00,Bronx,41,11.0,3.0,36.0,30.0,1013.5,0.0,0.0,0.0,8.0,N
6127,2015-02-08 17:00:00,Bronx,41,11.0,3.0,36.0,30.0,1012.7,0.0,0.0,0.0,8.0,N
6134,2015-02-08 18:00:00,Bronx,45,11.0,3.0,35.0,30.0,1011.6,0.0,0.0,0.0,8.0,N
6141,2015-02-08 19:00:00,Bronx,51,11.0,2.75,35.0,30.0,1011.9,0.0,0.0,0.0,8.0,N
6148,2015-02-08 20:00:00,Bronx,42,11.0,2.0,34.0,30.0,1011.5,0.0,0.0,0.0,8.0,N
6155,2015-02-08 21:00:00,Bronx,40,11.6666666666667,2.83333333333333,34.0,30.0,1011.1,0.0,0.0,0.0,8.0,N
6162,2015-02-08 22:00:00,Bronx,44,8.0,3.0,34.0,30.0,1011.4,0.0,0.005,0.0,8.0,N
6169,2015-02-08 23:00:00,Bronx,36,7.0,7.0,35.0,29.5,1012.2,0.0,0.01,0.0,8.0,N
6176,2015-02-09 00:00:00,Bronx,38,7.0,8.0,35.0,29.0,1012.3,0.0,0.01,0.0,8.0,N
6182,2015-02-09 01:00:00,Bronx,12,7.0,7.0,35.0,28.0,1012.8,0.0,0.01,0.0,8.0,N
6188,2015-02-09 02:00:00,Bronx,5,10.5,6.0,34.0,28.5,1013.1,0.0,0.01,0.0,8.0,N
6194,2015-02-09 03:00:00,Bronx,3,10.0,8.0,32.0,27.0,1013.2,0.0,0.01,0.0,8.0,N
6200,2015-02-09 04:00:00,Bronx,8,13.0,9.1,31.0,25.0,1013.0,0.0,0.005,0.0,8.0,N
6206,2015-02-09 05:00:00,Bronx,9,10.5,9.1,29.0,23.0,1013.5,0.0,0.0,0.0,8.0,N
6213,2015-02-09 06:00:00,Bronx,18,8.0,10.0,28.0,22.0,1013.9,0.0,0.0,0.0,8.0,N
6220,2015-02-09 07:00:00,Bronx,49,10.0,10.0,27.0,21.0,1013.7,0.0,0.0,0.0,8.0,N
6227,2015-02-09 08:00:00,Bronx,57,9.0,10.0,27.0,20.0,1014.6,0.0,0.0,0.005,8.0,N
6234,2015-02-09 09:00:00,Bronx,49,10.0,10.0,26.0,19.0,1013.6,0.0,0.0,0.01,8.0,N
6241,2015-02-09 10:00:00,Bronx,44,10.0,10.0,26.0,19.0,1014.5,0.0,0.0,0.01,8.0,N
6247,2015-02-09 11:00:00,Bronx,32,8.0,10.0,26.0,19.0,1015.2,0.0,0.0,0.01,8.0,N
6254,2015-02-09 12:00:00,Bronx,29,9.0,6.0,25.0,19.0,1014.7,0.03,0.03,0.03,8.0,N
6261,2015-02-09 13:00:00,Bronx,32,7.0,5.0,25.0,19.0,1015.6,0.03,0.0,0.01,8.0,N
6267,2015-02-09 14:00:00,Bronx,32,13.0,5.0,26.0,19.0,1015.7,0.01,0.0,0.01,8.0,N
6274,2015-02-09 15:00:00,Bronx,47,7.0,10.0,26.0,20.0,1016.2,0.0,0.0,0.01,8.0,N
6281,2015-02-09 16:00:00,Bronx,41,11.0,6.0,27.0,21.0,1016.3,0.02,0.0,0.01,8.0,N
6288,2015-02-09 17:00:00,Bronx,39,13.0,9.1,27.0,20.0,1016.3,0.0,0.0,0.01,8.0,N
6295,2015-02-09 18:00:00,Bronx,40,11.6666666666667,10.0,27.0,19.0,1015.7,0.0,0.06,0.01,8.0,N
6301,2015-02-09 19:00:00,Bronx,32,14.0,10.0,27.0,19.0,1015.3,0.0,0.0,0.01,8.0,N
6308,2015-02-09 20:00:00,Bronx,41,11.0,10.0,27.0,20.0,1014.8,0.0,0.0,0.01,8.0,N
6314,2015-02-09 21:00:00,Bronx,29,10.5,10.0,27.0,20.0,1015.1,0.0,0.0,0.01,8.0,N
6320,2015-02-09 22:00:00,Bronx,26,17.0,10.0,27.0,19.0,1015.5,0.0,0.0,0.01,8.0,N
6327,2015-02-09 23:00:00,Bronx,27,13.0,10.0,27.0,19.0,1015.8,0.0,0.0,0.01,8.0,N
6333,2015-02-10 00:00:00,Bronx,14,18.0,10.0,27.0,18.0,1016.1,0.0,0.0,0.01,8.0,N
6339,2015-02-10 01:00:00,Bronx,13,10.0,10.0,27.0,18.0,1016.3,0.0,0.0,0.01,8.0,N
